"word","definition","quizId","questionNumber","randomDefOne","randomDefTwo","randomDefThree"
"prodigal","wasteful; reckless with money","5bb70604b9e91037328e61cd","1","magnificent","corrected punished","very much ornamented naturally red (e.g.. of face)"
"obtrusive","projecting; prominent; undesirably noticeable","5bb70604b9e91037328e61cd","2","lying on the back slow to act passive","negotiation","very much ornamented naturally red (e.g.. of face)"
"inchoate","not yet fully formed; rudimentary; elementary","5bb70604b9e91037328e61cd","3","uncompromising","without taste or flavor","very much ornamented naturally red (e.g.. of face)"
"reproach","scold upbraid","5bb70604b9e91037328e61cd","4","unimportant","outflow in a stream of particles a noxious odor or vapor","very much ornamented naturally red (e.g.. of face)"
"facetious","humorous; funny; jocular","5bb70604b9e91037328e61cd","5","enormous; wonderful","border on","very much ornamented naturally red (e.g.. of face)"
"rivet","fix take up secure metal pin","5bb70604b9e91037328e61cd","6","To settle (oneself) securely or comfortably","poor/stingy","very much ornamented naturally red (e.g.. of face)"
"fatuous","without sense foolish; self-satisfaction","5bb70604b9e91037328e61cd","7","recreant, protestant,skeptic","insubstantial/dull/immature","very much ornamented naturally red (e.g.. of face)"
"burgeon","grow forth send out buds","5bb70604b9e91037328e61cd","8","person who tells anecdotes","prevent make impossible","very much ornamented naturally red (e.g.. of face)"
"baleful","harmful; ominous causing evil","5bb70604b9e91037328e61cd","9","treacherous; faithless","too great a readiness to believe things","very much ornamented naturally red (e.g.. of face)"
"jibe","gibe; make fun of","5bb70604b9e91037328e61cd","10","eager/excited","(v) to embezzle or misappropriate","very much ornamented naturally red (e.g.. of face)"
"figurehead","carved image on the prow of a ship","5bb70604b9e91037328e61cd","11","opposing progress","sophisticated artful trying to deceive cunning","very much ornamented naturally red (e.g.. of face)"
"fetid","stinking","5bb70604b9e91037328e61cd","12","haughtiness","habit or action peculiar to something","very much ornamented naturally red (e.g.. of face)"
"overweening","presumptuously; arrogant; overbearing","5bb70604b9e91037328e61cd","13","feeling of doubt temporary feeling of sickness","to be established accepted or customary","very much ornamented naturally red (e.g.. of face)"
"preen","tidy/show self-satisfaction","5bb70604b9e91037328e61cd","14","a trick","over look at with selfish delight","very much ornamented naturally red (e.g.. of face)"
"vacillation","being uncertain hesitating","5bb70604b9e91037328e61cd","15","substance become excited","burden things that get on the way of","very much ornamented naturally red (e.g.. of face)"
"wan","looking ill, not bright","5bb70604b9e91037328e61cd","16","bad-tempered person","ill-tempered; unsocial","very much ornamented naturally red (e.g.. of face)"
"discountenance","refuse to approve of","5bb70604b9e91037328e61cd","17","arrangement to give something at death","become discolored/dry up/go at high speed","very much ornamented naturally red (e.g.. of face)"
"eschew","avoid","5bb70604b9e91037328e61cd","18","make rough","to delight or entertain to feast","very much ornamented naturally red (e.g.. of face)"
"rapacious","greedy (esp for money)","5bb70604b9e91037328e61cd","19","to protest object","essentially different","very much ornamented naturally red (e.g.. of face)"
"provident","frugal; looking to the future","5bb70604b9e91037328e61cd","20","male bee person who isn't self-employed","prevent from carrying out","very much ornamented naturally red (e.g.. of face)"
"pedantic","bookish showing off learning","5bb70604b9e91037328e61cd","21","auspicious; presenting favorable circumstances","be guilty commit (a crime)","very much ornamented naturally red (e.g.. of face)"
"extricable","that can be freed","5bb70604b9e91037328e61cd","22","to hinder obstruct or block","Obvious","very much ornamented naturally red (e.g.. of face)"
"equanimity","calmness of temperament","5bb70604b9e91037328e61cd","23","call calling of names","without previous thought or preparation","very much ornamented naturally red (e.g.. of face)"
"impetuous","having sudden energy; impulsive","5bb70604b9e91037328e61cd","24","a lover of an art or science","to fake illness or injury in order to shirk a duty","very much ornamented naturally red (e.g.. of face)"
"macerate","make or become soft by soaking in water","5bb70604b9e91037328e61cd","25","wasteful; reckless with money","see with an effort but clearly","very much ornamented naturally red (e.g.. of face)"
"barrage","artificial obstacle built across a river","5bb70604b9e91037328e61ce","1","projecting; prominent; undesirably noticeable","pedant authority on a subject","very much ornamented naturally red (e.g.. of face)"
"forswear","renounce; disallow; repudiate","5bb70604b9e91037328e61ce","2","not yet fully formed; rudimentary; elementary","brief","very much ornamented naturally red (e.g.. of face)"
"mendicant","a beggar","5bb70604b9e91037328e61ce","3","scold upbraid","work (usually artistic) which imitates","very much ornamented naturally red (e.g.. of face)"
"atonement","repayment death of Jesus","5bb70604b9e91037328e61ce","4","humorous; funny; jocular","still in existence","very much ornamented naturally red (e.g.. of face)"
"hubris","arrogant; pride","5bb70604b9e91037328e61ce","5","fix take up secure metal pin","great flood heavy rush of water","very much ornamented naturally red (e.g.. of face)"
"saturnine","gloomy; dark; sullen; morose","5bb70604b9e91037328e61ce","6","without sense foolish; self-satisfaction","healthful","very much ornamented naturally red (e.g.. of face)"
"supplicate","make a humble petition to","5bb70604b9e91037328e61ce","7","grow forth send out buds","talk vaguely and without much result","very much ornamented naturally red (e.g.. of face)"
"slur","join sounds/words (indistinct)","5bb70604b9e91037328e61ce","8","harmful; ominous causing evil","done as a duty without care","very much ornamented naturally red (e.g.. of face)"
"skiff","small boat","5bb70604b9e91037328e61ce","9","gibe; make fun of","consider to be the origin of or belonging to","very much ornamented naturally red (e.g.. of face)"
"soporific","producing sleep","5bb70604b9e91037328e61ce","10","carved image on the prow of a ship","to darken; make obscure; muddle","very much ornamented naturally red (e.g.. of face)"
"blandness","polite manner; comforting; uninteresting","5bb70604b9e91037328e61ce","11","stinking","foul filthy","very much ornamented naturally red (e.g.. of face)"
"ford","shallow place in a river (to cross)","5bb70604b9e91037328e61ce","12","presumptuously; arrogant; overbearing","Complain or grumble (verb)","very much ornamented naturally red (e.g.. of face)"
"excoriation","severe criticism","5bb70604b9e91037328e61ce","13","tidy/show self-satisfaction","to be stained or discredited","very much ornamented naturally red (e.g.. of face)"
"profundity","depth","5bb70604b9e91037328e61ce","14","being uncertain hesitating","causing tears; tearful","very much ornamented naturally red (e.g.. of face)"
"cloture","closing device (in Parliament) to end a debate by voting","5bb70604b9e91037328e61ce","15","looking ill, not bright","of the internal organs of the body","very much ornamented naturally red (e.g.. of face)"
"hallow","to make holy; consecrate","5bb70604b9e91037328e61ce","16","refuse to approve of","crawl; humble oneself","very much ornamented naturally red (e.g.. of face)"
"scabbard","sheath for the blade","5bb70604b9e91037328e61ce","17","avoid","worldly as opposed to spiritual commonplace everyday","very much ornamented naturally red (e.g.. of face)"
"egress","way out exit","5bb70604b9e91037328e61ce","18","greedy (esp for money)","reduce the strength of lessen seriousness partially excuse","very much ornamented naturally red (e.g.. of face)"
"blithe","cheerful; casual; carefree","5bb70604b9e91037328e61ce","19","frugal; looking to the future","to cut out cut away","very much ornamented naturally red (e.g.. of face)"
"rueful","dejected","5bb70604b9e91037328e61ce","20","bookish showing off learning","discuss lightly or glibly; exchange (words) heatedly","very much ornamented naturally red (e.g.. of face)"
"dereliction","deserting and leaving to fall into ruins","5bb70604b9e91037328e61ce","21","that can be freed","boldness brashness intrepidness","very much ornamented naturally red (e.g.. of face)"
"petrous","like a rock hard stony","5bb70604b9e91037328e61ce","22","calmness of temperament","secret agreement for a deceitful purpose","very much ornamented naturally red (e.g.. of face)"
"boggle","To hesitate as if in fear or doubt","5bb70604b9e91037328e61ce","23","having sudden energy; impulsive","to move in wavelike fashion fluctuate","very much ornamented naturally red (e.g.. of face)"
"rant","use extravagant language","5bb70604b9e91037328e61ce","24","make or become soft by soaking in water","to show clearly to indicate","very much ornamented naturally red (e.g.. of face)"
"contemn","to scorn or despise","5bb70604b9e91037328e61ce","25","artificial obstacle built across a river","One that indicates or foreshadows what is to come; a forerunner.","very much ornamented naturally red (e.g.. of face)"
"benison","blessing","5bb70604b9e91037328e61cf","1","renounce; disallow; repudiate","too tired","very much ornamented naturally red (e.g.. of face)"
"seminal","like a seed constituting a source; originative","5bb70604b9e91037328e61cf","2","a beggar","astute; showing sound judgement","very much ornamented naturally red (e.g.. of face)"
"perspicacity","quick judging and understanding","5bb70604b9e91037328e61cf","3","repayment death of Jesus","not soled with hole","very much ornamented naturally red (e.g.. of face)"
"tortuous","devious/not straightforward","5bb70604b9e91037328e61cf","4","arrogant; pride","trap","very much ornamented naturally red (e.g.. of face)"
"entreat","ask earnestly","5bb70604b9e91037328e61cf","5","gloomy; dark; sullen; morose","widespread","very much ornamented naturally red (e.g.. of face)"
